Autores,Nombre_Publicacion,Año_pub_edicion,Año_original,Desfasaje,Confianza,Nota
cruces francisco,nc,2003,2003.0,0.0,alta,"El artículo ""Etnografías sin final feliz. Sobre las condiciones de posibilidad del trabajo de campo urbano en contextos globalizados"" de Francisco Cruces fue publicado originalmente en la revista Disp"
"cruzada santiago, kohn eduardo",aibr. revista de antropología iberoamericana,2017,2007.0,10.0,alta,"El artículo ""How Dogs Dream… Diez años después"" publicado en AIBR en 2017 es una traducción al castellano del artículo original ""How Dogs Dream: Amazonian Natures and the Politics of Transspecies Enga"
csordas thomas,ethos,1990,1990.0,0.0,alta,"El artículo ""Embodiment as a Paradigm for Anthropology"" de Thomas Csordas fue publicado originalmente en la revista Ethos en marzo de 1990."
"csordas thomas, olivas olga",encartes,2021,2021.0,0.0,alta,"El capítulo/artículo fue publicado en la revista ""Encartes"" en marzo de 2021, y la revista es una publicación semestral digital que publica material original."
cuche denys,la noción de cultura en las ciencias sociales,1996,1996.0,0.0,alta,Varias fuentes indican que la primera publicación original en francés fue en 1996 por Editions La Découverte.
cuesta micaela,escribir lo social. entre los géneros académicos y sus fronteras,2023,2023.0,0.0,alta,"El capítulo ""Argumentar en ciencias sociales"" de Micaela Cuesta forma parte de la obra ""Escribir lo social. Entre los géneros académicos y sus fronteras"", publicada por UNSAM Edita en 2023."
cuesta micaela,la escritura en ciencias sociales,2023,2023.0,0.0,alta,"El capítulo ""Argumentar en ciencias sociales"" de Micaela Cuesta fue publicado originalmente en 2023 como parte del libro ""Escribir lo social. Entre los géneros académicos y sus fronteras"", editado por"
"cuéllar saavedra óscar, moreno armella florita",sociológica (méxico),2009,2009.0,0.0,alta,"El artículo ""Del crecimiento económico al desarrollo humano: Los cambiantes usos del concepto de desarrollo en América Latina, 1950-2000"" de Óscar Cuéllar Saavedra y Florita Moreno Armella fue publica"
de haro juan,boletín sociedad entomológica argentina,1999,1999.0,0.0,alta,"El artículo ""El origen de las teorías evolutivas"" de Juan de Haro fue publicado en el Boletín de la Sociedad Entomológica Argentina en 1999, siendo esta su primera publicación original."
de hoyos maría,"resistencias, conflictos y negociaciones. el valle calchaquí desde el período prehispánico hasta la actualidad",2011,2011.0,0.0,alta,"El capítulo ""Guerreros calchaquíes en tiempos del Tawantinsuyu: entre la violencia y la diplomacia"" de María de Hoyos fue publicado originalmente en 2011 como parte de la compilación ""Resistencias, co"
de jong ingrid,quinto sol,2009,2009.0,0.0,alta,"El artículo ""Armado y desarmado de una confederación: el liderazgo de Calfucurá en el período de la organización nacional"" de Ingrid de Jong fue publicado en la revista Quinto Sol, número 13, en el añ"
"de jong ingrid, ratto norma",intersecciones en antropología,2008,2008.0,0.0,alta,"El artículo ""Redes políticas en el área arauco-pampeana: la Confederación indígena de Calfucurá (1830-1870)"" de Ingrid de Jong y Silvia Ratto fue publicado en el número 9 de la revista ""Intersecciones"
"de la fuente julio, malinowski bronisław",la economía de un sistema de mercados en méxico,2005,1957.0,48.0,alta,"La obra fue publicada por primera vez en 1957 en Acta Antropológica, aunque el trabajo de campo se realizó a principios de la década de 1940."
de la fuente maría,curso de ciencia política,2017,2017.0,0.0,alta,"El capítulo ""Política y género (o política feminista)"" de María de la Fuente fue publicado originalmente en la obra ""Curso de Ciencia Política"" en 2017, editada por el Senado de la República."
de la pradelle michèle,cultura urbana,2007,2000.0,7.0,alta,"El capítulo ""La ville des anthropologues"" de Michèle de la Pradelle fue publicado originalmente en francés en 2000, como parte de la obra ""La ville et l'urbain: l'état des savoirs"" editada por Michel "
"de luca miguel, malamud andrés",los sistemas de partidos en américa latina 1978-2015,2016,2016.0,0.0,alta,"El capítulo ""¿Todo sigue igual que ayer? Continuidad y ruptura en el sistema de partidos argentino (1983-2015)"" de De Luca y Malamud fue publicado originalmente en la compilación ""Los sistemas de part"
dabenigno valeria,estrategias para el análisis de datos cualitativos,2017,2017.0,0.0,alta,"La obra ""Estrategias para el análisis de datos cualitativos"" de Valeria Dabenigno y otros autores, publicada por IIGG, tiene como fecha de publicación original abril de 2017. El capítulo ""La sistemati"
dahl robert,la democracia. una guía para ciudadanos,1999,1998.0,1.0,alta,"La obra ""On Democracy"" de Robert A. Dahl fue publicada originalmente en inglés en 1998 por Yale University Press."
dahl robert,postdata,2004,1989.0,15.0,alta,"La obra ""Democracy and Its Critics"" de Robert Dahl fue publicada originalmente en inglés por Yale University Press en 1989."
"dalle pablo, carrascosa joaquín","argentina en disputa: clases, actores y políticas frente a la desigualdad social",2025,2025.0,0.0,alta,"La obra ""Argentina en disputa: clases, actores y políticas frente a la desigualdad social"" es una compilación publicada por la Universidad Nacional de General Sarmiento en 2025. El capítulo ""Percepcio"
"danani claudia, grassi estela","la argentina en el siglo xxi: cómo somos, vivimos y convivimos en una sociedad desigual: encuesta nacional sobre la estructura social",2018,2018.0,0.0,alta,"El capítulo ""Protección social institucionalizada"" de Danani y Grassi fue publicado en la obra ""La Argentina en el siglo XXI: cómo somos, vivimos y convivimos en una sociedad desigual: Encuesta Nacion"
daniel claudia,números públicos. las estadísticas en argentina (1990-2010),2013,2013.0,0.0,alta,"La obra ""Números públicos. Las estadísticas en Argentina (1990-2010)"" de Claudia Daniel fue publicada originalmente en español por el Fondo de Cultura Económica en 2013."
"danowski déborah, viveiros de castro, eduardo",nc,2014,2014.0,0.0,alta,"La primera publicación original en portugués fue en 2014, aunque algunas fuentes mencionan una edición revisada en 2015."
"danowski déborah, viveiros de castro, eduardo",¿hay mundo por venir? ensayo sobre los miedos y los fines,2019,2014.0,5.0,alta,"La edición original en portugués, ""Há mundo por vir? Ensaio sobre os medos e os fins"", fue publicada a finales de 2014."
de sousa santos boaventura,utopía y praxis latinoamericana,2011,2009.0,2.0,alta,"El capítulo ""Epistemologías del Sur"" fue publicado como parte del libro ""Una epistemología del sur: la reinvención del conocimiento y la emancipación social"" en español en 2009 por Siglo XXI. También "
de souza minayo maría cecilia,nc,2003,2003.0,0.0,alta,"La edición que tengo registrada (2003) es la primera edición en español de Lugar Editorial, y se menciona que el libro en Brasil tiene más de diecinueve ediciones, lo que sugiere una publicación origi"
de ípola emilio,la bemba. acerca del rumor carcelario y otros ensayos,2005,1978.0,27.0,alta,"El artículo ""La bemba, acerca del rumor carcelario"" fue publicado por primera vez en 1978 en México, durante el exilio del autor."
decoteau claire laurier,"la teoría social hoy, ahora",2019,2017.0,2.0,alta,"""La obra ""La teoría social, ahora"" (Social Theory Now) fue publicada originalmente en inglés por The University of Chicago en 2017."""
"del cueto carla, luzzi mariana",rompecabezas. transformaciones en la estructura social argentina (1983-2008),2008,2008.0,0.0,alta,"La obra fue publicada en 2008 por la Universidad Nacional de General Sarmiento y la Biblioteca Nacional, como parte de la colección ""25 años, 25 libros""."
del palacio díaz alejandro,casa del tiempo,2006,2006.0,0.0,alta,"El artículo ""Institucionalidad y administración"" de del Palacio Díaz Alejandro fue publicado en la revista ""Casa del Tiempo"" en su número 90-91 (julio-agosto) de 2006."
deleuze gilles,"michel foucault, filósofo",1990,1989.0,1.0,alta,"El capítulo ""¿Qué es un dispositivo?"" de Gilles Deleuze fue publicado originalmente en 1989 como parte del libro ""Michel Foucault, filósofo"" en francés."
delrio walter,memorias de expropiación. sometimiento e incorporación indígena en la patagonia. 1872 - 1943,2005,2005.0,0.0,alta,"La obra ""Memorias de expropiación. Sometimiento e incorporación indígena en la Patagonia. 1872 - 1943"" de Walter Delrio fue publicada originalmente por la Universidad Nacional de Quilmes en 2005."
denardi luciana,papeles de trabajo,2012,2012.0,0.0,alta,"El artículo ""Identidad, violencia y moral. Análisis etnográfico sobre una hinchada de fútbol"" de Luciana Denardi fue publicado en la revista ""Papeles de Trabajo, Año 6, N° 10"" en noviembre de 2012."
denning michael,new left review,2010,2010.0,0.0,alta,"El artículo ""Vida sin salario"" de Michael Denning fue publicado originalmente en inglés como ""Wageless Life"" en New Left Review, número 66, en noviembre/diciembre de 2010."
de carvalho josé jorge,utopía para los excluidos. el multiculturalismo en áfrica y américa latina,2004,2004.0,0.0,alta,"El capítulo ""Las tradiciones musicales afro-americanas: de bienes comunitarios a fetiches transnacionales"" de José Jorge de Carvalho fue publicado originalmente en la compilación ""Utopía para los excl"
de certeau michel,la invención de lo cotidiano 1. artes de hacer,2000,1980.0,20.0,alta,"La obra ""L'Invention du quotidien, vol. 1, Arts de faire"" de Michel de Certeau fue publicada originalmente en francés en 1980."
"de certeau michel, giard luce","la invención de lo cotidiano 2. habitar, cocinar",1999,1980.0,19.0,alta,"La obra ""L'Invention du quotidien"" se publicó originalmente en francés en dos volúmenes en 1980. El volumen 2, ""Habiter, cuisiner"", fue escrito por Luce Giard y Pierre Mayol, con la contribución de Mi"
"de chazal agustina, dos santos, antonela, rodriguez lopez gabriel, restrepo juan pablo, sarra sonia, tola florencia, varela maximiliano",mana,2023,2019.0,4.0,alta,"El artículo ""Entre el futuro que ya llegó y el pasado que nunca pasó: diplomacias chaqueñas en el antropoceno"" fue publicado en la revista Mana, volumen 25, número 3, en 2019."
de gori esteban,e-l@tina,2024,2024.0,0.0,alta,"El artículo ""Liderazgos en América Latina. Travesías del orden"" de Esteban De Gori fue publicado en la revista e-l@tina en 2024. La revista e-l@tina fue creada en 2002."
de grazia victoria,el imperio irresistible. un minucioso análisis del triunfo de la sociedad de consumo estadounidense sobre la civilización europea,2006,2005.0,1.0,alta,"La primera edición original de ""Irresistible Empire: America's Advance Through Twentieth-Century Europe"" de Victoria de Grazia fue publicada en inglés en 2005 por Belknap Press de Harvard University P"
descola philippe,etnografías contemporáneas,2005,2005.0,0.0,alta,"La obra ""Más allá de naturaleza y cultura"" de Philippe Descola fue publicada originalmente en francés en 2005."
descola philippe,más allá de naturaleza y cultura,2012,2005.0,7.0,alta,"La obra ""Más allá de naturaleza y cultura"" de Philippe Descola fue publicada originalmente en francés bajo el título ""Par-delà nature et culture"" por Gallimard en 2005."
"descola philippe, taylor anne-christine",l'homme,1993,1961.0,32.0,alta,"""L'Homme"" es una revista francesa de antropología fundada en 1961. La introducción de Descola y Taylor en el número de 1993 es un artículo dentro de esta revista."
despret vinciane,¿qué dirían los animales… si les hiciéramos las preguntas correctas?,2018,2012.0,6.0,alta,"La obra original de Vinciane Despret, ""Que diraient les animaux, si… on leur posait les bonnes questions?"", fue publicada en francés en 2012 por La Découverte."
devoto fernando,la inmigración de masas,2003,2002.0,1.0,alta,"La obra ""Historia de la inmigración en la Argentina"" de Fernando Devoto, que incluye el tema de la inmigración de masas, fue publicada originalmente por Editorial Sudamericana en 2002."
dewey john,el arte como experiencia,2008,1934.0,74.0,alta,"La obra ""Art as Experience"" de John Dewey fue publicada originalmente en inglés en 1934 por Minton, Balch & Company en Nueva York."
dewey matías,la nación,2023,2023.0,0.0,alta,"El artículo ""El boomerang de la precariedad, con La Salada como epicentro"" de Matías Dewey fue publicado en La Nación el 14 de octubre de 2023."
di stefano mariana,anarquismo de la argentina: una comunidad discursiva,2015,2015.0,0.0,alta,"La edición que tengo registrada (2015) es la primera edición original de la obra ""Anarquismo de la Argentina: una comunidad discursiva"" de Mariana Di Stefano."
"di stefano mariana, pereira maría",material didáctico.,2015,2000.0,15.0,alta,"El capítulo ""Interacción de voces: polifonía y heterogeneidades"" de Mariana di Stefano y María Cecilia Pereira es material didáctico de la Cátedra de Semiología (Turno Mañana) y se menciona en varias "
"di virgilio maria mercedes, rodriguez maria carla","la argentina en el siglo xxi: cómo somos, vivimos y convivimos en una sociedad desigual: encuesta nacional sobre la estructura social",2018,2018.0,0.0,alta,"El capítulo ""Hábitat, vivienda y marginalidad residencial"" de Di Virgilio y Rodríguez fue publicado en la obra ""La Argentina en el siglo XXI: cómo somos, vivimos y convivimos en una sociedad desigual:"
