nombre_autor,genero,pais_nacimiento,region,fecha_nacimiento,fecha_muerte,disciplina,institucion,ciudad_institucion,fuente_principal,confianza,requiere_revision,wikidata_id,openalex_id,notas,pais_institucion
cerón anaya hugo,masculino,México,Latinoamérica,desconocido,,Sociología,Universidad de Lehigh,Bethlehem,openalex,media,False,,https://openalex.org/A5073296083,"Hugo Cerón Anaya es profesor asociado de Sociología en la Universidad de Lehigh, Pensilvania. Su nombre 'Hugo' es comúnmente masculino. Nació en la Ciudad de México y vivió allí hasta sus 20 años. No se encontró información específica sobre su año de nacimiento o fallecimiento. Su disciplina principal es la Sociología, con un enfoque en el estudio de las élites, la desigualdad social, la clase, la raza y el género en América Latina, particularmente en México.",Estados Unidos
chakrabarty dipesh,masculino,India,Asia,1948,,Historia,Universidad de Chicago,Chicago,wikidata,alta,False,Q251282,,,Estados Unidos
chakravorty spivak gayatri,femenino,India,Asia,1942,,Filosofía,Universidad de Columbia,Atlanta,wikidata,alta,False,Q240851,,,Estados Unidos
chalmers david,masculino,Australia,Anglosajón,1966,,Filosofía,New York University,Tucson,wikidata,alta,False,Q366123,,,Estados Unidos
chamberlain muriel evelyn,femenino,Reino Unido,Anglosajón,1932,2022,Historia,Swansea University,Cardiff,wikidata,alta,False,Q21598096,https://openalex.org/A5034324492,"Muriel Evelyn Chamberlain nació en Leicester, Reino Unido, en noviembre de 1932. Fue profesora emérita de historia en la Universidad de Gales, Swansea (más tarde llamada Swansea University). También se menciona que se graduó de St Hilda's College, Oxford, y dio clases en Royal Holloway, University of London. Falleció el 8 de febrero de 2022.",Reino Unido
charaudeau patrick,masculino,Francia,Europa,1939,,Lingüística,Universidad Sorbonne Paris-Nord,Villetaneuse,wikidata,alta,False,Q10346107,,,Francia
chateauraynaud francis,masculino,Francia,Europa,1960,,Sociología,École des hautes études en sciences sociales (EHESS),París,wikidata,alta,False,Q3081349,,,Francia
chatterjee partha,masculino,India,Asia,1947,,Ciencia Política,Columbia University,Calcuta,wikidata,alta,False,Q2335595,,,India
chaumeil jean-pierre,masculino,Francia,Europa,1948,,Antropología,Centre National de la Recherche Scientifique (CNRS),,wikidata,alta,False,Q55999045,,,
chernilo daniel,masculino,Chile,Latinoamérica,1974,,Sociología,Universidad Adolfo Ibáñez,Santiago,wikidata,alta,False,Q63148686,https://openalex.org/A5067510313,"Daniel Chernilo es identificado como Profesor de Sociología en la Universidad Adolfo Ibáñez en Santiago, Chile, y Profesor Visitante de Pensamiento Social y Político en Loughborough University. Su fecha de nacimiento es el 28 de diciembre de 1974 en Santiago, Chile. Su género es masculino. Ha publicado extensamente sobre historia del pensamiento social, humanismo, nacionalismo y cosmopolitismo. Su profesión es sociólogo, egresado de la Universidad de Chile en 1999, y obtuvo su PhD en la Universidad de Warwick en 2004. Una de sus publicaciones es 'El Rol de la 'Sociedad' como Ideal Regulativo: Hacia una reconstrucción del concepto de sociedad moderna', publicado en 2004.",Chile
chiapello eve,femenino,Francia,Europa,1965,,Sociología,École des hautes études en sciences sociales (EHESS),París,wikidata,alta,False,Q273231,,,Francia
châtelet françois,masculino,Francia,Europa,1925,1985,Filosofía,Universidad de París VIII,São Paulo,wikidata,alta,False,Q1450977,,,Brasil
cingolani gastón,masculino,Argentina,Argentina,desconocido,,"Semiótica, Comunicación, Lingüística","Universidad Nacional de las Artes (UNA), Universidad Nacional de La Plata (UNLP), Universidad de Buenos Aires (UBA), Universidad Nacional de Rosario (UNR)","Ciudad Autónoma de Buenos Aires, La Plata, Buenos Aires, Rosario",gemini+web,media-alta,False,,,"El género se infiere del nombre 'Gastón' y de la forma en que se refieren a él en las fuentes ('Doctor en Lingüística', 'profesor'). Su nacionalidad se deduce de su afiliación a universidades argentinas (UBA, UNLP, UNA, UNR) y de su presidencia de la Asociación Argentina de Semiótica. No se encontró información explícita sobre su año de nacimiento. Su disciplina se establece a partir de sus títulos académicos (Doctor en Lingüística, Magíster en Comunicación) y de las áreas en las que investiga y enseña (semiótica, comunicación, lingüística, mediatizaciones). Las instituciones principales donde ha trabajado o estudiado son la Universidad Nacional de las Artes (UNA), la Universidad Nacional de La Plata (UNLP), la Universidad de Buenos Aires (UBA) y la Universidad Nacional de Rosario (UNR). Se menciona una publicación 'El cuerpo y el colectivo. Espectáculo y liturgias mediatizadas en los discursos de Cristina Fernández de Kirchner (2008-2015)' co-escrita con Mariano Fernández, publicada por La Bicicleta Ediciones.",Argentina
cinti ana,femenino,Argentina,Argentina,desconocido,,"Ambiente, Conservación y Sustentabilidad",CONICET,San Juan,openalex,media,False,,https://openalex.org/A5071258617,"El género se infiere del nombre 'Ana' y de su aparición en un video titulado 'MUJERES' - Ana Cinti: 'estar cerca, aprender y aportar desde la ciencia'. Se confirma que es de Argentina por su lugar de residencia en Puerto Madryn, Chubut, Argentina. La fecha de nacimiento no se encuentra explícitamente en las fuentes. La disciplina se establece como 'Ambiente, Conservación y Sustentabilidad' y 'Ciencias Biológicas' según su perfil de CONICET y Autores Chubutenses. Se menciona que es Investigadora Adjunta en CONICET y trabaja en el Centro para el Estudio de Sistemas Marinos (CESIMAR - CENPAT) y el Centro Científico Tecnológico CONICET - Centro Nacional Patagónico.",Argentina
clarck andy,masculino,Reino Unido,Anglosajón,1957,,Filosofía de la mente,Universidad de Sussex,"Brighton, Bloomington, St. Louis, Sídney",gemini+web,media-alta,False,,,"Andy Clark nació en 1957 en Londres, Inglaterra, Reino Unido. Es un filósofo británico. Su trabajo se centra en la filosofía de la mente, la ciencia cognitiva, la inteligencia artificial, la robótica y la cognición extendida. Ha ocupado cargos en varias universidades, incluyendo la Universidad de Sussex, la Universidad de Edimburgo, la Universidad de Indiana Bloomington y la Universidad de Washington en St. Louis. Es conocido por su trabajo en la tesis de la mente extendida, co-escrita con David Chalmers en 1998. El nombre 'Andy' y las referencias a su vida personal (como su pareja Alexa Morcom) indican que es masculino.","Reino Unido, Estados Unidos, Australia"
clarke simon,masculino,Reino Unido,Anglosajón,1946,2022,"Sociología, Economía Política",University of Warwick,Milton Keynes,wikidata,alta,False,Q58488434,https://openalex.org/A5101869437,"Se encontró información sobre un académico llamado Simon Clarke que coincide con el género, la disciplina de Ciencias Sociales (más específicamente Sociología y Economía Política), y la publicación 'The Hidden Hand and the Limits of the Capitalist State'. Nació en Londres, Inglaterra en 1946 y falleció en 2022. Trabajó en la Universidad de Warwick, la Universidad de Essex y el University College London. Aunque se menciona la Open University en el contexto de un tutor de sociología, su institución principal y más duradera fue la Universidad de Warwick. Se descartaron otros Simon Clarke encontrados en la búsqueda (químico, arqueólogo, ciclista, psicólogo, especialista en filosofía política) porque no coincidían con la disciplina o las publicaciones conocidas.",Reino Unido
clastres pierre,masculino,Francia,Europa,1934,1977,Filosofía,École Pratique des Hautes Études,París,wikidata,alta,False,Q463151,,,Francia
coehlo de souza mercela,femenino,Brasil,Latinoamérica,1963,,Antropología,"Universidade de Brasília, Universidade de São Paulo, Museu Nacional/Universidade Federal do Rio de Janeiro","Brasilia, São Paulo, Río de Janeiro",gemini+web,media-alta,False,,,"El género se infiere del nombre 'Marcela' y de su identificación como 'professora' en fuentes académicas. Su país de nacimiento es Brasil, ya que obtuvo su grado en Ciencias Sociales en la Universidade de São Paulo y realizó su maestría y doctorado en Antropología Social en el Museu Nacional/Universidade Federal do Rio de Janeiro. La fecha de nacimiento se calcula a partir de la información de que obtuvo su grado en Ciencias Sociales en 1985 y que en 2016 se refirió a sí misma como habiendo dado una clase inaugural en la UGRs 'ese semestre', lo que sugiere una carrera consolidada. Además, un documento de la Universidad de Brasilia indica que su graduación fue de 1981 a 1985, lo que sugiere que nació alrededor de 1963. Su disciplina es Antropología, con énfasis en Etnología Indígena, como se indica en su perfil académico. Ha trabajado en la Universidade de Brasília desde 2006.",Brasil
cohen ira j.,masculino,Estados Unidos,Anglosajón,1935,2011,Sociología,Rutgers University,Utrecht,openalex,media,False,,https://openalex.org/A5110342604,"Ira J. Cohen es identificado como 'masculino' por el uso de pronombres masculinos en varias fuentes y por el nombre 'Ira' que, aunque puede ser unisex, en este contexto se refiere a un hombre. Nació en 1935 en el Bronx, Nueva York, Estados Unidos. Falleció el 25 de abril de 2011 a los 76 años debido a una insuficiencia renal. Su disciplina principal es la Sociología, como lo indica su afiliación al Departamento de Sociología de la Universidad de Rutgers y sus áreas de investigación en teoría social, teorías de la acción, modernidad, historia del pensamiento social y sociología de la vida cotidiana. La institución principal asociada a él es la Universidad de Rutgers. Es importante destacar que existen otros académicos llamados Ira Cohen con diferentes especialidades (por ejemplo, informática, derecho, psicología), pero la información sobre 'teoría de la estructuración y praxis social' y su afiliación a Rutgers University, Departamento de Sociología, confirma que se trata del Ira J. Cohen solicitado.",Países Bajos
cohen marc,masculino,Australia,Anglosajón,desconocido,,Ciencia Política,International Food Policy Research Institute (IFPRI),Bali,wikidata,alta,False,Q37371792,,"Se identificó a Marc Cohen como un médico, profesor universitario y pionero en bienestar extremo, con grados en medicina occidental, fisiología, medicina psicológica y doctorados en medicina china e ingeniería biomédica. Es el fundador del Extreme Wellness Institute y ha sido profesor en la RMIT University y actualmente es profesor adjunto en el National Institute of Complementary Medicine (NICM) Health Research Institute en Western Sydney University. Aunque no se encontró una fecha de nacimiento específica, se menciona que ha pasado más de 30 años practicando e investigando la salud holística y que en los años 70 leyó 'Limits to Growth', lo que sugiere que nació antes de 1970. Su nacionalidad australiana se infiere de su afiliación con universidades australianas y su descripción como 'uno de los pioneros de Australia en medicina integrativa y holística'. La disciplina se especifica como Medicina Integrativa debido a su amplia experiencia y publicaciones en este campo. Se descartaron otros 'Marc Cohen' encontrados en la búsqueda (filósofos, cantautores, fotógrafos, políticos) porque sus perfiles no coincidían con la información proporcionada (Extreme Wellness Institute, Antropología aplicada, Oxfam Library). Las referencias a 'Antropología aplicada' y 'Oxfam Library' en el contexto adicional parecen referirse a un Marc J. Cohen diferente, un investigador en seguridad alimentaria y desarrollo, afiliado a Oxfam. Sin embargo, la información principal proporcionada en los 'DATOS YA CONOCIDOS' (Institución: Extreme Wellness Institute) se alinea directamente con el perfil del Dr. Marc Cohen, el experto en bienestar y medicina integrativa. Por lo tanto, la disciplina se ha ajustado a Medicina Integrativa para reflejar con mayor precisión su campo de especialización según las fuentes encontradas.",Indonesia
